Accelerometer,Button Interface,Clock,Gyroscope,Heart Rate Monitor,GPS,Touch Interface,Audio Speaker,Vibrator,Microphone,LCD Display,Magnetometer,Undisclosed,Video Camera,OLED Display,Ambient Light Sensor,LED Display,Thermometer,Photo Camera,LED Indicator,Respiratory Monitor,ECG Sensor,Barometer,Oximeter,Gesture Interface,Pedometer,Backlight,Buzzer,DLP Display,Audio Jack,Infrared Sensor,Watch,Altimeter,E-Paper Display,EEG Sensor,Pressure Sensor,Motor,Depth Camera,Bone Conduction Speaker,Galvanometer,EMG Sensor,FM Tuner,Ultraviolet Light Sensor,USB,Skin Impedance Sensor,Blood Pressure Meter,Metronome,Mirasol IMOD Display,Bone Conduction Mic,Textile Strain Sensor,Hygrometer,Plethysmograph,Lactic Threshold Sensor,Muscle Contraction Sensor,Perspiration Monitor,Compass,Capacitive Sensor,Voice Interface,CO2 Canister,Particulate Matter Sensor,Infrared Camera,Humidity Sensor
165,104,92,72,64,63,63,62,58,55,55,51,49,28,28,24,24,22,20,14,12,12,12,11,11,10,10,10,9,9,9,8,8,7,6,5,5,5,5,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
